Serial No,Primary,Secondary,Tertiary,Source,Photographer,Receptacle,Lining,Image Name
289,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180204_095056.jpg
290,Dry,NA,NA,House,Manu,None,Brown Paper,IMG_20180204_095112.jpg
291,Dry,NA,NA,House,Manu,None,Brown Paper,IMG_20180204_095114.jpg
292,Dry,NA,NA,House,Manu,None,Brown Paper,IMG_20180204_095117.jpg
293,Garden,Wet,NA,House,Manu,Bin,Newspaper,IMG_20180204_095131.jpg
294,Garden,Wet,NA,House,Manu,Bin,Newspaper,IMG_20180204_095134.jpg
295,Garden,Wet,NA,House,Manu,Bin,Newspaper,IMG_20180204_095138.jpg
296,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180204_095142.jpg
297,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180204_095146.jpg
298,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180204_095149.jpg
299,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180204_095201.jpg
300,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180204_095204.jpg
301,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180204_095209.jpg
302,Dry,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180204_095215.jpg
303,Dry,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180204_095219.jpg
304,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180204_095358.jpg
305,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180204_095401.jpg
306,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180204_095404.jpg
307,Wet,Garden,NA,House,Manu,None,Newspaper,Some papers in greens.jpg
308,Dry,NA,NA,House,Bhavya,Bin,None,IMG_20180124_171125.jpg
309,Dry,NA,NA,House,Bhavya,Bin,None,IMG_20180124_171137.jpg
310,Dry,NA,Wet,Apartment,Bimal,Bin,None,20180121_112212.jpg
311,Dry,NA,Wet,Apartment,Bimal,Bin,None,20180125_133841.jpg
312,Dry,NA,Wet,Apartment,Bimal,Bin,None,20180125_133851.jpg
313,Dry,NA,Wet,Apartment,Bimal,Bin,None,20180125_133902.jpg
314,Dry,NA,Wet,Apartment,Bimal,Bin,None,20180125_133918.jpg
315,Dry,NA,Wet,Apartment,Bimal,Bin,None,20180125_134112.jpg
316,Dry,NA,Wet,Apartment,Bimal,Bin,None,20180125_134121.jpg
317,Dry,NA,Wet,Apartment,Bimal,Bin,None,20180125_134129.jpg
318,Dry,Wet,NA,Apartment,Bimal,Bin,None,20180125_134235.jpg
319,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180125_135137.jpg
320,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180125_135144.jpg
321,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180125_135152.jpg
322,Dry,NA,NA,House,Bimal,Bin,None,20180125_135259.jpg
323,Dry,NA,NA,House,Bimal,Bin,None,20180125_135307.jpg
324,Dry,NA,Wet,House,Bimal,Bin,None,20180125_135318.jpg
325,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180127_153330.jpg
326,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180127_153335.jpg
327,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180127_153339.jpg
328,Wet,NA,Dry,House,Bimal,Bin,Plastic,20180129_223404.jpg
329,Wet,NA,Dry,House,Bimal,Bin,Plastic,20180129_223410.jpg
330,Wet,NA,Dry,House,Bimal,Bin,Plastic,20180129_223414.jpg
331,Wet,NA,Dry,House,Bimal,Bin,Plastic,20180129_223420.jpg
332,Wet,NA,Dry,House,Bimal,Bin,Plastic,20180129_223440.jpg
333,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180201_102252.jpg
334,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180201_102258.jpg
335,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180201_102306.jpg
336,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180201_220408.jpg
337,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180201_220416.jpg
338,Dry,Wet,NA,House,Bimal,Bin,Plastic,20180201_220429.jpg
339,Dry,Wet,NA,House,Bimal,Bin,None,IMG-20180208-WA0002.jpg
340,Wet,Dry,NA,House,Bimal,Bin,Plastic,IMG-20180208-WA0003.jpg
341,Wet,Dry,NA,House,Dilip,Bin,None,20180124_200421.jpg
342,Wet,Dry,NA,House,Dilip,Bin,None,20180124_200445.jpg
343,Wet,Dry,NA,House,Dilip,Bin,None,20180124_200503.jpg
344,Dry,NA,Wet,House,Dilip,Bin,Plastic,20180125_142334.jpg
345,Dry,NA,Wet,House,Dilip,Bin,Plastic,20180125_142338.jpg
346,Dry,NA,Wet,House,Dilip,Bin,None,20180125_180248.jpg
347,Wet,Dry,Garden,House,Dilip,Carton,None,20180125_180253.jpg
348,Wet,Dry,NA,House,Dilip,Bin,Plastic,20180126_071240.jpg
349,Wet,Dry,NA,House,Dilip,Bin,Plastic,20180126_071241.jpg
350,Dry,Wet,NA,House,Dilip,Bin,Plastic,20180126_071246.jpg
351,Dry,Wet,NA,House,Dilip,Bin,Plastic,20180126_071247.jpg
352,Dry,Wet,NA,House,Dilip,Bin,None,20180126_131210.jpg
353,Dry,Wet,NA,House,Dilip,Bin,None,20180126_131214.jpg
354,Wet,Dry,NA,House,Dilip,Bin,None,20180127_110658.jpg
355,Wet,Dry,Garden,House,Dilip,Bin,None,20180127_110709.jpg
356,Dry,Garden,Wet,House,Dilip,Bin,None,20180128_075724.jpg
357,Dry,Garden,Wet,House,Dilip,Bin,None,20180128_075728.jpg
358,Dry,Garden,Wet,House,Dilip,Bin,None,20180128_075736.jpg
359,Dry,NA,Wet,House,Dilip,Bin,Plastic,20180128_163658.jpg
360,Dry,NA,Wet,House,Dilip,Bin,Plastic,20180128_163701.jpg
361,Wet,Dry,NA,House,Dilip,Bin,None,20180128_164033.jpg
362,Wet,Dry,NA,House,Dilip,Bin,None,20180128_164036.jpg
363,Dry,Wet,NA,House,Dilip,Bin,None,20180128_200645.jpg
364,Dry,Wet,NA,House,Dilip,Bin,None,20180128_200650.jpg
365,Dry,NA,Wet,House,Dilip,Bin,None,20180128_204516.jpg
366,Dry,NA,Wet,House,Dilip,Bin,None,20180128_204518.jpg
367,Dry,NA,Wet,House,Dilip,Bin,None,20180128_204522.jpg
368,Dry,NA,Wet,House,Dilip,Bin,None,20180129_195310.jpg
369,Wet,Dry,NA,House,Dilip,Carton,None,20180129_195317.jpg
370,Wet,Dry,NA,House,Dilip,Bin,None,20180130_070200.jpg
371,Wet,Dry,NA,House,Dilip,Bin,None,20180130_070203.jpg
372,Dry,Wet,NA,House,Dilip,Bin,Plastic,20180130_071206.jpg
373,Dry,Wet,NA,House,Dilip,Bin,Plastic,20180130_071208.jpg
374,Dry,Wet,NA,House,Dilip,Bin,None,20180130_195335.jpg
375,Dry,Wet,NA,House,Dilip,Bin,None,20180130_195338.jpg
376,Dry,Wet,NA,House,Dilip,Bin,None,20180131_061555.jpg
377,Dry,Wet,NA,House,Dilip,Bin,None,20180131_061603.jpg
378,Dry,NA,Wet,House,Dilip,Bin,None,IMG-20180125-WA0083.jpg
379,Dry,NA,NA,House,Dilip,Bin,Plastic,IMG-20180127-WA0004.jpg
380,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180127-WA0005.jpg
381,Dry,NA,NA,House,Dilip,Carton,None,IMG-20180127-WA0008.jpg
382,Dry,NA,Reject,House,Dilip,Bin,Plastic,IMG-20180127-WA0009.jpg
383,Wet,NA,NA,House,Dilip,Bin,None,IMG-20180127-WA0011.jpg
384,Dry,Wet,NA,House,Dilip,Bin,None,IMG-20180127-WA0012.jpg
385,Dry,NA,Wet,House,Dilip,Bin,None,IMG-20180127-WA0013.jpg
386,Dry,NA,Wet,House,Dilip,Bin,None,IMG-20180127-WA0016.jpg
387,Dry,Wet,Garden,House,Dilip,Bin,Plastic,IMG-20180127-WA0018.jpg
388,Dry,NA,Wet,House,Dilip,Bin,Plastic,IMG-20180127-WA0019.jpg
389,Dry,NA,Wet,House,Dilip,Bin,None,IMG-20180128-WA0010.jpg
390,Dry,NA,Wet,House,Dilip,Bin,None,IMG-20180128-WA0011.jpg
391,Dry,Wet,Garden,House,Dilip,Bin,Plastic,IMG-20180129-WA0012.jpg
392,Dry,NA,Wet,House,Dilip,Bin,Plastic,IMG-20180129-WA0013.jpg
393,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180129-WA0019.jpg
394,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180129-WA0020.jpg
395,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180129-WA0021.jpg
396,Dry,NA,NA,House,Dilip,Basket,None,IMG-20180129-WA0022.jpg
397,Dry,NA,NA,House,Dilip,Basket,None,IMG-20180129-WA0023.jpg
398,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180129-WA0024.jpg
399,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180129-WA0025.jpg
400,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180129-WA0026.jpg
401,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180129-WA0027.jpg
402,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180129-WA0028.jpg
403,Dry,NA,NA,House,Dilip,Basket,None,IMG-20180129-WA0030.jpg
404,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180129-WA0031.jpg
405,Dry,NA,Reject,House,Dilip,Bin,None,IMG-20180129-WA0032.jpg
406,Dry,Garden,NA,House,Dilip,Bin,None,IMG-20180129-WA0034.jpg
407,Dry,Garden,NA,House,Dilip,Bin,Plastic,IMG-20180129-WA0035.jpg
408,Dry,NA,Reject,House,Dilip,Bin,None,IMG-20180129-WA0036.jpg
409,Dry,Wet,NA,House,Dilip,Bin,None,IMG-20180129-WA0037.jpg
410,Dry,NA,NA,House,Dilip,Bin,None,IMG-20180129-WA0039.jpg
411,Dry,NA,Wet,House,Dilip,Bin,None,IMG-20180129-WA0040.jpg
412,Dry,NA,Wet,House,Dilip,Bin,None,IMG-20180129-WA0041.jpg
413,Garden,NA,Wet,House,Dilip,Bin,None,IMG-20180129-WA0042.jpg
414,Garden,Wet,NA,House,Dilip,Bin,None,IMG-20180129-WA0043.jpg
415,Dry,Wet,NA,House,Dilip,Bin,None,IMG-20180130-WA0032.jpg
416,Wet,Dry,NA,House,Dilip,Bin,None,IMG-20180130-WA0033.jpg
417,Dry,Wet,NA,House,Dilip,Bin,None,IMG-20180130-WA0034.jpg
418,Dry,Wet,NA,House,Dilip,Bin,None,IMG-20180130-WA0035.jpg
419,Dry,Wet,Reject,House,Dilip,Bin,None,IMG-20180130-WA0036.jpg
