Serial No,Primary,Secondary,Tertiary,Source,Photographer,Receptacle,Lining,Image Name
170,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215320.jpg
171,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_215329.jpg
172,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_215333.jpg
173,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_215340.jpg
174,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_215352.jpg
175,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_215358.jpg
176,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215407.jpg
177,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215410.jpg
178,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215416.jpg
179,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_215552.jpg
180,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_215556.jpg
181,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_215602.jpg
182,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215611.jpg
183,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215614.jpg
184,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215622.jpg
185,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215632.jpg
186,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215636.jpg
187,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215640.jpg
188,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215649.jpg
189,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215653.jpg
190,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215657.jpg
191,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180206_215707.jpg
192,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180206_215710.jpg
193,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180206_215714.jpg
194,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215726.jpg
195,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215729.jpg
196,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215735.jpg
197,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215825.jpg
198,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215828.jpg
199,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215832.jpg
200,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_215841.jpg
201,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_215844.jpg
202,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_215849.jpg
203,Wet,NA,NA,House,Pravada,Bin,None,IMG_20180206_215901.jpg
204,Wet,NA,NA,House,Pravada,Bin,None,IMG_20180206_215905.jpg
205,Wet,NA,NA,House,Pravada,Bin,None,IMG_20180206_215909.jpg
206,Dry,Wet,NA,House,Pravada,Bin,None,IMG_20180206_215917.jpg
207,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215921.jpg
208,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215926.jpg
209,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215948.jpg
210,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215951.jpg
211,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_215955.jpg
212,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220003.jpg
213,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220006.jpg
214,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220011.jpg
215,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180206_220119.jpg
216,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180206_220125.jpg
217,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180206_220129.jpg
218,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220151.jpg
219,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220155.jpg
220,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220159.jpg
221,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220208.jpg
222,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220212.jpg
223,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220216.jpg
224,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220435.jpg
225,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220439.jpg
226,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220444.jpg
227,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220454.jpg
228,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220500.jpg
229,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220503.jpg
230,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220507.jpg
231,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_220520.jpg
232,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_220524.jpg
233,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_220527.jpg
234,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_220532.jpg
235,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220541.jpg
236,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220551.jpg
237,Dry,NA,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220558.jpg
238,Dry,Reject,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220612.jpg
239,Dry,Reject,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220616.jpg
240,Dry,Reject,Wet,House,Pravada,Bin,Plastic,IMG_20180206_220619.jpg
241,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180206_220626.jpg
242,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180206_220629.jpg
243,Wet,Dry,NA,House,Pravada,Bin,Plastic,IMG_20180206_220633.jpg
244,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220735.jpg
245,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220739.jpg
246,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220744.jpg
247,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220753.jpg
248,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220757.jpg
249,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220801.jpg
250,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220812.jpg
251,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220816.jpg
252,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_220821.jpg
253,Wet,NA,Dry,House,Pravada,Bin,Plastic,IMG_20180206_220831.jpg
254,Wet,NA,Dry,House,Pravada,Bin,Plastic,IMG_20180206_220834.jpg
255,Wet,NA,Dry,House,Pravada,Bin,Plastic,IMG_20180206_220839.jpg
256,Wet,Dry,Reject,House,Pravada,Bin,Plastic,IMG_20180206_220850.jpg
257,Wet,Dry,Reject,House,Pravada,Bin,Plastic,IMG_20180206_220853.jpg
258,Wet,Dry,Reject,House,Pravada,Bin,Plastic,IMG_20180206_220858.jpg
259,Dry,NA,NA,House,Pravada,None,Plastic,IMG_20180206_220909.jpg
260,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_220912.jpg
261,Dry,NA,NA,House,Pravada,Bin,Plastic,IMG_20180206_220915.jpg
262,Dry,Wet,Reject,House,Pravada,Bin,Plastic,IMG_20180206_221046.jpg
263,Dry,Wet,Reject,House,Pravada,Bin,Plastic,IMG_20180206_221051.jpg
264,Dry,Wet,Reject,House,Pravada,Bin,Plastic,IMG_20180206_221053.jpg
265,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_221103.jpg
266,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_221105.jpg
267,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_221111.jpg
268,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_221118.jpg
269,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_221131.jpg
270,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_221135.jpg
271,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_221139.jpg
272,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_221149.jpg
273,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_221152.jpg
274,Dry,Wet,NA,House,Pravada,Bin,Plastic,IMG_20180206_221157.jpg
275,Wet,Reject,Dry,House,Pravada,Bin,Plastic,IMG_20180206_221209.jpg
276,Wet,Reject,Dry,House,Pravada,Bin,Plastic,IMG_20180206_221213.jpg
277,Wet,Reject,Dry,House,Pravada,Bin,Plastic,IMG_20180206_221217.jpg
278,Wet,NA,Dry,House,Pravada,Bin,Plastic,IMG_20180206_221223.jpg
279,Wet,NA,Dry,House,Pravada,Bin,Plastic,IMG_20180206_221227.jpg
280,Wet,NA,Dry,House,Pravada,Bin,Plastic,IMG_20180206_221231.jpg
281,Wet,NA,Dry,House,Pravada,Bin,Plastic,IMG_20180206_221237.jpg
282,Dry,NA,Wet,House,Pravada,Bin,None,IMG-20180121-WA0009.jpg
283,Dry,NA,Wet,House,Pravada,Bin,None,IMG-20180123-WA0013.jpg
284,Dry,NA,Wet,House,Pravada,Bin,None,IMG-20180123-WA0015.jpg
