Serial No,Primary,Secondary,Tertiary,Source,Photographer,Receptacle,Lining,Image Name
72,Garden,Wet,NA,House,Manu,Bin,Brown Paper,IMG_20180131_094813.jpg
73,Garden,Wet,NA,House,Manu,Bin,Brown Paper,IMG_20180131_094817.jpg
74,Garden,Wet,NA,House,Manu,Bin,Brown Paper,IMG_20180131_094820.jpg
75,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094837.jpg
76,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094840.jpg
77,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094843.jpg
78,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094858.jpg
79,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094901.jpg
80,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094906.jpg
81,Dry,NA,NA,House,Manu,Bin,None,IMG_20180131_094910.jpg
82,Dry,NA,NA,House,Manu,Bin,None,IMG_20180131_094913.jpg
83,Dry,NA,NA,House,Manu,Bin,None,IMG_20180131_094921.jpg
84,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094928.jpg
85,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094933.jpg
86,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094938.jpg
87,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094943.jpg
88,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094946.jpg
89,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094949.jpg
90,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095009.jpg
91,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095012.jpg
92,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095017.jpg
93,Garden,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095030.jpg
94,Garden,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095034.jpg
95,Garden,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095038.jpg
96,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095051.jpg
97,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095056.jpg
98,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095101.jpg
99,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095106.jpg
100,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095109.jpg
101,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095114.jpg
102,Garden,Dry,NA,House,Manu,Bin,Newspaper,IMG_20180131_095159.jpg
103,Garden,Dry,NA,House,Manu,Bin,Newspaper,IMG_20180131_095202.jpg
104,Garden,Dry,NA,House,Manu,Bin,Newspaper,IMG_20180131_095207.jpg
105,Wet,NA,Dry,House,Manu,Bin,None,IMG_20180131_095221.jpg
106,Wet,NA,Dry,House,Manu,Bin,None,IMG_20180131_095224.jpg
107,Wet,NA,Dry,House,Manu,Bin,None,IMG_20180131_095228.jpg
108,Dry,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_095244.jpg
109,Dry,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_095248.jpg
110,Dry,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_095252.jpg
111,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095255.jpg
112,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095258.jpg
113,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095304.jpg
114,Dry,NA,Reject,House,Manu,Bin,None,IMG_20180131_095325.jpg
115,Dry,NA,Reject,House,Manu,Bin,None,IMG_20180131_095329.jpg
116,Dry,NA,Reject,House,Manu,Bin,None,IMG_20180131_095332.jpg
117,Dry,NA,NA,House,Manu,Bin,None,IMG_20180131_095336.jpg
118,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095404.jpg
119,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095408.jpg
120,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095411.jpg
121,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095420.jpg
122,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095422.jpg
123,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095426.jpg
124,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095452.jpg
125,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095454.jpg
126,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095500.jpg
127,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095519.jpg
128,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095522.jpg
129,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095524.jpg
130,Garden,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_095533.jpg
131,Garden,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_095537.jpg
132,Garden,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_095539.jpg
133,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095557.jpg
134,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095600.jpg
135,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095603.jpg
136,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095615.jpg
137,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095619.jpg
138,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095622.jpg
139,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095637.jpg
140,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095639.jpg
141,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095641.jpg
142,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095723.jpg
143,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095725.jpg
144,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095731.jpg
145,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095743.jpg
146,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095745.jpg
147,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095749.jpg
148,Wet,Dry,NA,House,Manu,Bin,None,IMG_20180131_095804.jpg
149,Wet,Dry,NA,House,Manu,Bin,None,IMG_20180131_095807.jpg
150,Wet,Dry,NA,House,Manu,Bin,None,IMG_20180131_095809.jpg
151,Wet,NA,Dry,House,Manu,Bin,Newspaper,IMG_20180131_095818.jpg
152,Wet,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_095822.jpg
153,Wet,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_095826.jpg
154,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_095848.jpg
155,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_095851.jpg
156,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_095855.jpg
157,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095915.jpg
158,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095918.jpg
159,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095924.jpg
160,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095927.jpg
161,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095930.jpg
162,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_095938.jpg
163,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_095943.jpg
164,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_095946.jpg
165,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_095951.jpg
166,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_095952.jpg
167,Wet,NA,Dry,House,Manu,Bin,Newspaper,IMG_20180131_100028.jpg
168,Wet,NA,Dry,House,Manu,Bin,Newspaper,IMG_20180131_100032.jpg
169,Wet,NA,Dry,House,Manu,Bin,Newspaper,IMG_20180131_100036.jpg
170,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100047.jpg
171,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100051.jpg
172,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100055.jpg
173,Dry,NA,Reject,House,Manu,Bin,Newspaper,IMG_20180131_100101.jpg
174,Dry,NA,Reject,House,Manu,Bin,Newspaper,IMG_20180131_100105.jpg
175,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100117.jpg
176,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100124.jpg
177,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100127.jpg
178,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100130.jpg
179,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100133.jpg
180,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100136.jpg
181,Dry,NA,NA,House,Manu,Bin,Plastic,IMG_20180131_100157.jpg
182,Dry,NA,NA,House,Manu,Bin,Plastic,IMG_20180131_100200.jpg
183,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_100206.jpg
184,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_100211.jpg
185,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_100215.jpg
186,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100239.jpg
187,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100242.jpg
188,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100245.jpg
189,Wet,NA,Dry,House,Manu,Bin,Newspaper,IMG_20180131_100310.jpg
190,Wet,NA,Dry,House,Manu,Bin,None,IMG_20180131_100314.jpg
191,Wet,NA,Dry,House,Manu,Bin,None,IMG_20180131_100318.jpg
192,Wet,NA,NA,House,Manu,Bin,Plastic,IMG_20180131_100323.jpg
193,Wet,NA,NA,House,Manu,Bin,Plastic,IMG_20180131_100328.jpg
194,Wet,NA,NA,House,Manu,Bin,Plastic,IMG_20180131_100330.jpg
195,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100344.jpg
196,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100346.jpg
197,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_100349.jpg
198,Dry,NA,NA,House,Manu,Bin,None,IMG_20180131_100353.jpg
199,Dry,NA,NA,House,Manu,Bin,None,IMG_20180131_100357.jpg
