Serial No,Primary,Secondary,Tertiary,Source,Photographer,Receptacle,Lining,Image Name
100,Wet,Dry,NA,House,Ramki,Bin,Plastic,20180125_114623.jpg
101,Wet,Dry,NA,House,Ramki,Bin,Plastic,20180125_114629.jpg
102,Wet,NA,Dry,House,Ramki,Bin,Plastic,20180125_114642.jpg
103,Wet,Dry,NA,House,Ramki,Bin,Plastic,20180125_114648.jpg
104,Wet,Dry,NA,House,Ramki,None,Plastic,20180125_114656.jpg
105,Dry,Wet,NA,House,Ramki,None,Plastic,20180126_124130.jpg
106,Dry,Wet,NA,House,Ramki,None,Plastic,20180126_124137.jpg
107,Dry,Wet,NA,House,Ramki,None,Plastic,20180126_124147.jpg
108,Wet,NA,Dry,House,Ramki,None,None,20180127_200917.jpg
109,Wet,NA,NA,House,Ramki,None,Plastic,20180127_200927.jpg
110,Wet,Dry,NA,House,Ramki,None,None,20180127_200939.jpg
111,Dry,Wet,NA,House,Ramki,None,Plastic,20180128_092255.jpg
112,Dry,Wet,NA,House,Ramki,None,Plastic,20180128_092300.jpg
113,Dry,NA,Wet,House,Ramki,None,Plastic,20180128_092306.jpg
114,Dry,NA,Wet,House,Ramki,None,Plastic,20180128_092309.jpg
115,Dry,Wet,NA,House,Ramki,None,Plastic,20180128_092316.jpg
116,Wet,Dry,NA,House,Ramki,None,None,20180128_125558.jpg
117,Wet,Dry,NA,House,Ramki,None,None,20180128_125605.jpg
118,Wet,NA,NA,House,Ramki,None,None,20180128_125619.jpg
119,Wet,NA,Dry,House,Ramki,None,None,20180128_125628.jpg
120,Wet,NA,NA,House,Ramki,None,None,20180128_125634.jpg
121,Wet,NA,NA,House,Ramki,None,None,20180128_143224.jpg
122,Wet,NA,NA,House,Ramki,None,None,20180128_143230.jpg
123,Wet,NA,NA,House,Ramki,None,None,20180128_143235.jpg
124,Wet,NA,NA,House,Ramki,None,None,20180128_143242.jpg
125,Wet,NA,NA,House,Ramki,Bin,None,20180128_143248.jpg
126,Wet,Dry,NA,House,Ramki,Bin,Plastic,20180128_220451.jpg
127,Wet,NA,NA,House,Ramki,Bin,Plastic,20180128_220521.jpg
128,Wet,Wet,NA,House,Ramki,None,Plastic,20180201_202813.jpg
129,Wet,Dry,NA,House,Ramki,None,Plastic,20180201_202818.jpg
130,Dry,Wet,NA,House,Ramki,None,None,20180201_202824.jpg
131,Wet,NA,Dry,House,Ramki,None,None,20180202_091607.jpg
132,Wet,Dry,NA,House,Ramki,None,None,20180202_091612.jpg
133,Wet,Dry,NA,House,Ramki,None,None,20180202_091616.jpg
134,Wet,Dry,NA,House,Ramki,None,None,20180202_091620.jpg
135,Wet,Dry,NA,House,Ramki,None,None,20180202_091623.jpg
136,Wet,NA,Dry,House,Ramki,None,None,20180202_091638.jpg
137,Wet,Dry,NA,House,Ramki,Bin,None,20180202_091641.jpg
138,Wet,Dry,NA,House,Ramki,Bin,None,20180202_091644.jpg
139,Wet,Dry,NA,House,Ramki,None,None,20180202_091650.jpg
140,Wet,NA,Dry,House,Ramki,None,None,20180202_091654.jpg
141,Wet,NA,Dry,House,Ramki,None,Plastic,20180203_144542.jpg
142,Wet,NA,Dry,House,Ramki,None,Plastic,20180203_144548.jpg
143,Wet,NA,Dry,House,Ramki,None,Plastic,20180203_144552.jpg
144,Wet,NA,Dry,House,Ramki,None,Plastic,20180203_144558.jpg
145,Wet,NA,Dry,House,Ramki,None,Plastic,20180204_172341.jpg
146,Wet,NA,Dry,House,Ramki,None,Plastic,20180204_172346.jpg
147,Wet,NA,Dry,House,Ramki,None,Plastic,20180204_172351.jpg
148,Wet,NA,Dry,House,Ramki,None,Plastic,20180204_172357.jpg
149,Wet,NA,Dry,House,Ramki,None,Plastic,20180204_172404.jpg
150,Dry,NA,Wet,House,Ramki,Basket,None,20180206_201354.jpg
151,Dry,NA,Wet,House,Ramki,None,None,20180206_201401.jpg
152,Dry,NA,Wet,House,Ramki,Basket,None,20180206_201407.jpg
153,Dry,NA,Wet,House,Ramki,None,None,20180206_201425.jpg
154,Dry,NA,Wet,Apartment,Ramki,Bin,None,20180206_201553.jpg
155,Dry,NA,Wet,Apartment,Ramki,Bin,None,20180206_201559.jpg
156,Dry,NA,Wet,Apartment,Ramki,Bin,None,20180206_201609.jpg
157,Wet,NA,Dry,House,Ramki,None,Plastic,20180206_222720.jpg
158,Wet,NA,Dry,House,Ramki,None,Plastic,20180206_222725.jpg
159,Wet,NA,Dry,House,Ramki,None,Plastic,20180206_222730.jpg
160,Wet,NA,Dry,House,Ramki,None,Plastic,20180206_222737.jpg
161,Wet,NA,NA,House,Ramki,None,Plastic,20180207_082120.jpg
162,Wet,NA,Dry,House,Ramki,None,Plastic,20180207_082128.jpg
163,Wet,NA,NA,House,Ramki,None,Plastic,20180207_082133.jpg
164,Wet,NA,NA,House,Ramki,None,Plastic,20180207_082136.jpg
165,Wet,NA,NA,House,Ramki,None,Plastic,20180207_082141.jpg
166,Dry,Wet,NA,House,Ramki,None,Plastic,20180207_085532.jpg
167,Dry,Reject,Wet,House,Ramki,None,Plastic,20180207_085539.jpg
168,Dry,Reject,Wet,House,Ramki,None,Plastic,20180207_085545.jpg
169,Dry,Wet,Reject,House,Ramki,None,Plastic,20180207_085550.jpg
170,Wet,NA,NA,House,Ramki,None,Plastic,20180209_080321.jpg
171,Wet,NA,NA,House,Ramki,None,Plastic,20180209_080326.jpg
172,Wet,NA,NA,House,Ramki,None,Plastic,20180209_080343.jpg
173,Wet,NA,NA,House,Ramki,None,Plastic,20180209_080354.jpg
174,Wet,NA,Dry,House,Rishi,Bin,None,20180205_082144.jpg
175,Dry,NA,NA,House,Rishi,Bin,None,20180205_082234.jpg
176,Wet,NA,NA,House,Rishi,Bin,None,20180208_082506.jpg
177,Wet,NA,NA,House,Rishi,Bin,None,20180208_082545.jpg
178,Dry,NA,NA,House,Rishi,Bin,None,20180208_082604.jpg
179,Dry,NA,NA,House,Rishi,Bin,None,20180208_082613.jpg
180,Wet,Dry,NA,House,Sanchita,Bin,Plastic,IMG_2991.JPG
181,Wet,NA,NA,House,Sanchita,Bin,Plastic,IMG_3321.JPG
182,Wet,NA,NA,House,Sanchita,Bin,Plastic,IMG_3322.JPG
183,Wet,NA,NA,House,Sanchita,Bin,Plastic,IMG_3323.JPG
184,Dry,NA,Wet,House,Sanchita,Bin,None,IMG_3324.JPG
185,Dry,NA,Wet,House,Sanchita,Bin,None,IMG_3326.JPG
186,Dry,NA,Wet,House,Satyam,Bin,Plastic,IMG_20180124_192954.jpg
187,Wet,Dry,NA,House,Satyam,Bin,Plastic,IMG_20180125_052518.jpg
188,Wet,Dry,NA,House,Satyam,Bin,Plastic,IMG_20180125_121549.jpg
189,Wet,Dry,NA,House,Satyam,Bin,Plastic,IMG_20180126_075038.jpg
190,Wet,NA,NA,House,Satyam,Bin,None,IMG_20180126_075059.jpg
191,Dry,Reject,NA,House,Satyam,Bin,None,IMG_20180128_201505.jpg
192,Wet,Dry,NA,House,Satyam,Bin,Plastic,IMG_20180128_201518.jpg
193,Dry,NA,Wet,House,shashi,Bin,Plastic,IMG_20180123_173159.jpg
194,Wet,NA,Dry,House,shashi,Bin,Plastic,IMG_20180125_141021.jpg
195,Wet,NA,Dry,House,shashi,Bin,Plastic,IMG_20180125_141029.jpg
196,Wet,NA,Dry,House,shashi,Bin,Plastic,IMG_20180125_141037.jpg
197,Dry,Wet,NA,House,shashi,Bin,None,IMG_20180125_141847.jpg
198,Wet,Dry,NA,House,shashi,Bin,None,IMG_20180125_141938_714.JPG
199,Dry,NA,NA,House,shashi,Bin,Plastic,IMG_20180129_142510.jpg
200,Dry,NA,NA,House,shashi,Bin,Plastic,IMG_20180129_142513.jpg
201,Dry,NA,NA,House,shashi,Bin,Plastic,IMG_20180129_145857.jpg
202,Dry,NA,NA,House,shashi,Bin,Plastic,IMG_20180129_145915.jpg
203,Dry,NA,NA,House,shashi,Bin,Plastic,IMG_20180129_145919.jpg
204,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180122_115810.jpg
205,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180122_115818.jpg
206,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180122_115931.jpg
207,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180122_120011.jpg
208,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180122_120048.jpg
209,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180122_120054.jpg
210,Reject,Wet,Dry,House,Sncam,Bin,None,IMG_20180122_204743.jpg
211,Reject,Wet,Dry,House,Sncam,Bin,None,IMG_20180122_204810.jpg
212,Reject,Wet,Dry,House,Sncam,Bin,None,IMG_20180122_204818.jpg
213,Wet,NA,Dry,House,Sncam,Bin,Plastic,IMG_20180122_210124.jpg
214,Wet,NA,Dry,House,Sncam,Bin,Plastic,IMG_20180122_210133.jpg
215,Wet,NA,Dry,House,Sncam,Bin,Plastic,IMG_20180122_210143.jpg
216,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180122_210212.jpg
217,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180122_210257.jpg
218,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180122_210330.jpg
219,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180124_114005.jpg
220,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180124_114025.jpg
221,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180124_114038.jpg
222,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180124_161532.jpg
223,Wet,Dry,NA,House,Sncam,Bin,Plastic,IMG_20180124_161542_HHT.jpg
224,Dry,Wet,NA,House,Sncam,Bin,Plastic,IMG_20180124_161600.jpg
225,Dry,NA,Wet,House,Sncam,Bin,Plastic,IMG_20180124_161715.jpg
226,Dry,NA,Wet,House,Sncam,Bin,Plastic,IMG_20180124_161739.jpg
227,Dry,NA,Wet,Apartment,Vasim,Bin,Plastic,01577b72-0284-4b6d-95fc-8f4ad532ef9f.jpg
228,Wet,NA,NA,Apartment,Vasim,Bin,None,Compost-Bin-02.jpg
229,Wet,Garden,NA,Apartment,Vasim,Bin,None,compost-flys-188.jpg
230,Wet,Garden,Dry,Apartment,Vasim,None,None,composthed-547149918_0.jpg
231,Wet,Garden,NA,Apartment,Vasim,Bin,None,compostiera04.jpg
232,Garden,NA,Wet,Apartment,Vasim,Bin,None,composting.jpg
233,Wet,NA,NA,Apartment,Vasim,Bin,None,Composting-at-home-compost-bin.jpg
234,Wet,NA,NA,Apartment,Vasim,Bin,None,food-waste-compost.jpg
235,Wet,Garden,NA,Apartment,Vasim,Basket,None,green-waste.gif
236,Dry,NA,Reject,House,Vasim,Bin,Plastic,images.jpg
237,Garden,Wet,NA,Apartment,Vasim,Basket,None,pallet-compost-bin-620x330.jpg
238,Wet,NA,Dry,House,Vasim,Bin,None,Q20952791_g.jpg
239,Wet,Garden,NA,Apartment,Vasim,Basket,None,simple-compost-bin-1024x682.jpg
240,Wet,NA,NA,Apartment,Vasim,Bin,None,T06726.jpg
241,Dry,NA,NA,Apartment,venky,Bin,None,DSC_0004.JPG
242,Dry,NA,Wet,House,venky,Basket,None,DSC_0007.JPG
243,Dry,Wet,NA,House,venky,Basket,None,DSC_0008.JPG
244,Dry,NA,NA,House,venky,Bin,None,DSC_0009.JPG
245,Dry,NA,NA,House,venky,Bin,None,DSC_0010.JPG
246,Dry,NA,Wet,House,venky,Basket,None,DSC_0011.JPG
247,Dry,NA,NA,House,venky,Basket,None,DSC_0012.JPG
248,Dry,NA,NA,House,venky,Basket,None,DSC_0013.JPG
249,Wet,NA,NA,House,venky,Basket,None,DSC_0015.JPG
250,Wet,NA,NA,House,venky,Basket,None,DSC_0016.JPG
251,Dry,NA,Wet,House,venky,Bin,None,DSC_0017.JPG
252,Dry,NA,NA,House,venky,Bin,None,DSC_0018.JPG
253,Dry,NA,Wet,House,venky,Basket,None,DSC_0019.JPG
254,Dry,NA,Wet,House,venky,Basket,None,DSC_0021.JPG
255,Dry,NA,NA,House,venky,Basket,None,DSC_0022.JPG
256,Dry,NA,NA,House,venky,Basket,None,DSC_0023.JPG
257,Dry,Wet,NA,House,venky,Basket,None,DSC_0024.JPG
258,Dry,Wet,NA,House,venky,Basket,None,DSC_0025.JPG
259,Dry,NA,Wet,House,venky,Basket,None,DSC_0026.JPG
260,Dry,NA,NA,House,venky,Basket,None,DSC_0027.JPG
261,Dry,NA,NA,House,venky,Basket,None,DSC_0028.JPG
262,Dry,NA,NA,House,venky,Basket,None,DSC_0029.JPG
263,Dry,NA,NA,House,venky,Basket,None,DSC_0030.JPG
264,Wet,NA,Dry,House,venky,Basket,None,DSC_0031.JPG
265,Wet,NA,NA,House,venky,Basket,None,DSC_0032.JPG
266,Dry,NA,Wet,House,venky,Basket,None,DSC_0033.JPG
267,Wet,NA,NA,House,venky,Basket,None,DSC_0034.JPG
268,Dry,Wet,NA,House,venky,Basket,None,DSC_0035.JPG
269,Dry,Wet,NA,House,venky,Basket,None,DSC_0036.JPG
270,Dry,NA,NA,House,venky,Basket,None,DSC_0037.JPG
271,Dry,NA,NA,House,venky,Basket,None,DSC_0038.JPG
272,Dry,NA,NA,House,venky,Basket,None,DSC_0039.JPG
273,Dry,NA,NA,House,venky,Basket,None,DSC_0040.JPG
274,Wet,Dry,NA,House,venky,Basket,None,DSC_0041.JPG
275,Dry,NA,Wet,House,venky,Basket,None,DSC_0044.JPG
276,Dry,NA,Wet,House,venky,Basket,None,DSC_0045.JPG
277,Wet,NA,Dry,House,venky,Basket,None,DSC_0046.JPG
278,Wet,NA,Dry,House,venky,Basket,None,DSC_0047.JPG
279,Wet,NA,NA,House,venky,Bin,None,DSC_0048.JPG
280,Wet,NA,NA,House,venky,Bin,None,DSC_0050.JPG
281,Dry,NA,NA,Apartment,venky,Bin,None,DSC_0051.JPG
282,Dry,NA,NA,Apartment,venky,Bin,None,DSC_0053.JPG
283,Dry,NA,NA,Apartment,venky,Bin,None,DSC_0054.JPG
284,Dry,NA,NA,Apartment,venky,Basket,None,DSC_0055.JPG
285,Dry,NA,NA,Apartment,venky,Basket,None,DSC_0056.JPG
286,Dry,NA,NA,Apartment,venky,Basket,None,DSC_0057.JPG
287,Dry,NA,NA,Apartment,venky,Bin,None,DSC_0060.JPG
288,Dry,NA,NA,Apartment,venky,Bin,None,DSC_0061.JPG
289,Dry,NA,NA,Apartment,venky,Bin,None,DSC_0062.JPG
290,Dry,Garden,Wet,Apartment,venky,Basket,None,DSC_0064.JPG
291,Dry,Wet,NA,Apartment,venky,Bin,None,DSC_0069.JPG
292,Wet,Dry,Garden,Apartment,venky,Bin,None,DSC_0071.JPG
293,Dry,Wet,Garden,Apartment,venky,Bin,None,DSC_0072.JPG
294,Dry,Wet,Garden,Apartment,venky,Bin,None,DSC_0073.JPG
