Serial No,Primary,Secondary,Tertiary,Source,Photographer,Receptacle,Lining,Image Name
26,Wet,NA,Dry,Road Side,Manoj-Sample,None,None,IMG_20180128_093041590.jpg
27,Wet,NA,Dry,Road Side,Manoj-Sample,None,None,IMG_20180128_093043496.jpg
28,Wet,NA,Dry,Road Side,Manoj-Sample,None,None,IMG_20180128_093045589.jpg
29,Wet,NA,Dry,Road Side,Manoj-Sample,None,None,IMG_20180128_093048089.jpg
30,Wet,NA,Dry,Road Side,Manoj-Sample,None,None,IMG_20180128_093049930.jpg
31,Wet,NA,Dry,Road Side,Manoj-Sample,None,None,IMG_20180128_093051533.jpg
32,Wet,NA,Dry,Road Side,Manoj-Sample,None,None,IMG_20180128_093053346.jpg
33,Wet,NA,Dry,Road Side,Manoj-Sample,None,None,IMG_20180128_093054793.jpg
34,Wet,NA,NA,House,Manoj-Sample,None,Plastic,IMG_20180128_093121818.jpg
35,Wet,NA,NA,House,Manoj-Sample,None,Plastic,IMG_20180128_093123751.jpg
36,Wet,NA,NA,House,Manoj-Sample,None,Plastic,IMG_20180128_093127191_HDR.jpg
37,Wet,NA,NA,House,Manoj-Sample,None,Plastic,IMG_20180128_093128326.jpg
38,Wet,NA,Dry,Collection Vehicle,Manoj-Sample,None,None,IMG_20180128_093148423.jpg
39,Wet,NA,Dry,Collection Vehicle,Manoj-Sample,None,None,IMG_20180128_093150332.jpg
40,Wet,NA,Dry,Collection Vehicle,Manoj-Sample,None,None,IMG_20180128_093153664.jpg
41,Dry,NA,Wet,Collection Vehicle,Manoj-Sample,None,None,IMG_20180128_093203567.jpg
42,Garden,Wet,NA,Road Side,Manoj-Sample,None,Plastic,IMG_20180128_093233855.jpg
43,Garden,Wet,Dry,Road Side,Manoj-Sample,None,Plastic,IMG_20180128_093311191.jpg
44,Garden,Wet,Dry,Road Side,Manoj-Sample,None,Plastic,IMG_20180128_093313489.jpg
45,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_081405452.jpg
46,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_081412151.jpg
47,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_081415235.jpg
48,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_081418389.jpg
49,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_081423031.jpg
50,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180129_081426661.jpg
51,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_081431239.jpg
52,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180129_081435229.jpg
53,Wet,Dry,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_164146259.jpg
54,Wet,Dry,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_164149855.jpg
55,Wet,Dry,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_164152614.jpg
56,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180129_164159128.jpg
57,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_164204733.jpg
58,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180129_164210753.jpg
59,Wet,Dry,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180129_182838161.jpg
60,Wet,Dry,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180129_182841920.jpg
61,Wet,NA,Dry,House,Manoj-Sample,Bin,Plastic,IMG_20180130_100205701_HDR.jpg
62,Wet,NA,Dry,House,Manoj-Sample,Bin,Plastic,IMG_20180130_100211998.jpg
63,Wet,NA,Dry,House,Manoj-Sample,Bin,Plastic,IMG_20180130_100215453.jpg
64,Wet,NA,Dry,House,Manoj-Sample,Bin,Plastic,IMG_20180130_100219779.jpg
65,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180130_100243619.jpg
66,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180130_100246101.jpg
67,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180130_100251440.jpg
68,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180130_100254970.jpg
69,Dry,NA,Reject,House,Manoj-Sample,Bin,None,IMG_20180130_100303650.jpg
70,Dry,NA,Reject,House,Manoj-Sample,Bin,None,IMG_20180130_100307180.jpg
71,Dry,NA,Reject,House,Manoj-Sample,Bin,None,IMG_20180130_100311034.jpg
72,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180130_224718996.jpg
73,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180130_224721528.jpg
74,Wet,Dry,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180130_224731926.jpg
75,Dry,NA,Wet,House,Manoj-Sample,Bin,Plastic,IMG_20180131_205903610.jpg
76,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180131_205906286.jpg
77,Dry,NA,Wet,House,Manoj-Sample,Bin,Plastic,IMG_20180131_205909025.jpg
78,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180131_205911625.jpg
79,Wet,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180131_223152464.jpg
80,Wet,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180131_223155868.jpg
81,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180131_223158907.jpg
82,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180131_223204279.jpg
83,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180131_223206734.jpg
84,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180131_223209364.jpg
85,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180201_183046128.jpg
86,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180201_183049070.jpg
87,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180201_183052191.jpg
88,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180201_183055305.jpg
89,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180201_183100402.jpg
90,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180201_183104767.jpg
91,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180201_183107694.jpg
92,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180201_183111117.jpg
93,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180201_231643998.jpg
94,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180201_231647452.jpg
95,Dry,NA,Wet,House,Manoj-Sample,Bin,Plastic,IMG_20180201_231649910.jpg
96,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180201_231703184.jpg
97,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180201_231705881.jpg
98,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180201_231708536.jpg
99,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180201_231710692.jpg
100,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180202_075919699.jpg
101,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180202_075922977.jpg
102,Wet,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180202_075925972.jpg
103,Wet,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180202_075928719.jpg
104,Wet,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180202_075932110.jpg
105,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180202_075937332.jpg
106,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180202_075943453.jpg
107,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180202_075945516.jpg
108,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180202_075949244.jpg
109,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180202_075955159.jpg
110,Wet,Garden,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085554363_HDR.jpg
111,Wet,Garden,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085559095.jpg
112,Wet,Garden,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085601614.jpg
113,Wet,Garden,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085606411.jpg
114,Wet,Garden,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085609068.jpg
115,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085619865.jpg
116,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085623729.jpg
117,Wet,Dry,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085636285.jpg
118,Wet,Dry,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085637109.jpg
119,Wet,Dry,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085639845.jpg
120,Wet,Dry,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085643620.jpg
121,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085648287.jpg
122,Dry,NA,Wet,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085657658.jpg
123,Dry,NA,Wet,House,Manoj-Sample,Bin,Plastic,IMG_20180204_085702215.jpg
124,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_154203771.jpg
125,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_154208185.jpg
126,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180205_154210578.jpg
127,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180205_154213035.jpg
128,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_154219418.jpg
129,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_154221860.jpg
130,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_154224185.jpg
131,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_154227735.jpg
132,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222709740.jpg
133,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222713017.jpg
134,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222715832.jpg
135,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222718125.jpg
136,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222730788.jpg
137,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222733939.jpg
138,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222736601.jpg
139,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222739590.jpg
140,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222745449.jpg
141,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222748573.jpg
142,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222751333.jpg
143,Dry,NA,Reject,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222754017.jpg
144,Dry,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_222800698.jpg
145,Wet,NA,Dry,House,Manoj-Sample,Bin,Plastic,IMG_20180205_230400277.jpg
146,Wet,NA,Dry,House,Manoj-Sample,Bin,Plastic,IMG_20180205_230402295.jpg
147,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_230406759.jpg
148,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_230409682.jpg
149,Wet,NA,NA,House,Manoj-Sample,Bin,Plastic,IMG_20180205_230414072.jpg
